0.000995,moveCoelho,10,10,5,500,500,500,10000
0.000587,tornaAdulto1,10,10,5,500,500,500,10000
0.001344,sicronizaMundo1,10,10,5,500,500,500,10000
0.000857,moveRaposa,10,10,5,500,500,500,10000
0.000716,tornaAdulto2,10,10,5,500,500,500,10000
0.001303,sincronizaMundo2,10,10,5,500,500,500,10000
0.000753,moveCoelho,10,10,5,500,500,500,10000
0.000601,tornaAdulto1,10,10,5,500,500,500,10000
0.001412,sicronizaMundo1,10,10,5,500,500,500,10000
0.000809,moveRaposa,10,10,5,500,500,500,10000
0.000677,tornaAdulto2,10,10,5,500,500,500,10000
0.001997,sincronizaMundo2,10,10,5,500,500,500,10000
0.001662,moveCoelho,10,10,5,500,500,500,10000
0.000753,tornaAdulto1,10,10,5,500,500,500,10000
0.001721,sicronizaMundo1,10,10,5,500,500,500,10000
0.001004,moveRaposa,10,10,5,500,500,500,10000
0.000684,tornaAdulto2,10,10,5,500,500,500,10000
0.001524,sincronizaMundo2,10,10,5,500,500,500,10000
0.000825,moveCoelho,10,10,5,500,500,500,10000
0.000601,tornaAdulto1,10,10,5,500,500,500,10000
0.001395,sicronizaMundo1,10,10,5,500,500,500,10000
0.000972,moveRaposa,10,10,5,500,500,500,10000
0.000673,tornaAdulto2,10,10,5,500,500,500,10000
0.001508,sincronizaMundo2,10,10,5,500,500,500,10000
0.000798,moveCoelho,10,10,5,500,500,500,10000
0.000626,tornaAdulto1,10,10,5,500,500,500,10000
0.001380,sicronizaMundo1,10,10,5,500,500,500,10000
0.000792,moveRaposa,10,10,5,500,500,500,10000
0.000649,tornaAdulto2,10,10,5,500,500,500,10000
0.001386,sincronizaMundo2,10,10,5,500,500,500,10000
0.000796,moveCoelho,10,10,5,500,500,500,10000
0.000595,tornaAdulto1,10,10,5,500,500,500,10000
0.001418,sicronizaMundo1,10,10,5,500,500,500,10000
0.000649,moveRaposa,10,10,5,500,500,500,10000
0.000619,tornaAdulto2,10,10,5,500,500,500,10000
0.001357,sincronizaMundo2,10,10,5,500,500,500,10000
0.000751,moveCoelho,10,10,5,500,500,500,10000
0.000747,tornaAdulto1,10,10,5,500,500,500,10000
